ID,Name,ORG,G,GS,W,L,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,SH,SF,WP,BK,CI,DP,IR,IRS,PI,GB,FB,SB,CS,IP Clean
62357,Jon Black,Seattle Mariners,30,0,4,1,43.0,174,161,36,22,8,0,6,20,18,9,0,51,4,0,0,3,0,0,2,24,7,711,29,44,3,2,43.0
62106,A.J. Goodman,Cleveland Guardians,17,6,2,3,38.1,174,146,37,26,6,0,5,22,21,23,0,38,2,1,2,1,0,0,2,6,1,699,34,39,3,2,38.333333333333336
66008,J.D. Henry,Portland Loggers,27,0,2,4,35.1,173,144,40,27,7,0,6,28,24,25,0,36,2,0,2,1,0,0,4,20,3,674,27,39,1,1,35.333333333333336
64243,Danny Marascio,Milwaukee Brewers,34,0,1,1,41.1,169,156,38,24,6,0,8,17,17,11,0,41,1,0,1,1,0,0,4,22,5,693,32,46,3,1,41.333333333333336
67015,Jim King,New York Mets,37,0,3,5,38.0,168,149,34,20,10,0,4,20,18,18,1,34,1,0,0,3,0,0,1,29,5,634,31,48,6,0,38.0
49190,Steve Presley,Seattle Mariners,25,0,1,1,41.2,162,145,27,18,5,0,4,12,11,13,0,41,1,0,3,2,1,0,3,20,3,611,41,38,1,0,41.66666666666668
58164,Josh Stelly,Tampa Bay Rays,29,4,1,2,41.2,160,139,20,12,2,1,5,9,9,16,0,41,3,0,2,2,0,0,2,15,3,629,31,48,3,1,41.66666666666668
61121,Tomas Carillo,Nashville Stars,40,0,2,1,36.0,157,135,28,19,5,0,4,16,13,19,1,47,2,0,1,1,0,0,2,27,10,663,24,35,2,0,36.0
60386,Andy Morano,Cleveland Guardians,20,0,1,4,34.1,157,134,34,21,7,2,4,19,19,19,0,34,4,0,0,1,0,0,5,14,4,608,38,26,2,0,34.333333333333336
59107,Mike Compton,Kansas City Royals,16,1,0,1,33.0,155,135,46,31,11,1,3,20,20,18,1,25,2,0,0,0,0,0,7,11,4,591,25,39,1,1,33.0
57716,Josh Oldham,Chicago Cubs,17,0,4,1,38.2,155,146,33,20,9,2,2,11,11,7,0,37,1,0,1,0,0,0,2,10,4,581,31,45,3,0,38.66666666666668
66006,Lao-sheng Quian,Los Angeles Dodgers,39,0,4,3,40.0,154,143,26,16,7,0,3,11,11,9,2,51,1,1,0,1,0,0,4,4,2,580,27,38,1,0,40.0
61507,Kevin Ehrmann,New York Yankees,24,5,0,1,35.1,153,135,34,20,9,0,5,20,19,12,0,21,3,1,2,0,2,0,1,20,5,568,45,37,1,2,35.333333333333336
53801,Nate O'Brien,St. Louis Cardinals,26,0,0,5,32.1,152,136,40,24,9,2,5,26,21,15,1,25,1,0,0,3,0,0,4,24,13,601,30,37,2,1,32.333333333333336
62082,Dylan Tull,Minnesota Twins,27,0,1,2,33.0,151,128,36,24,7,0,5,21,21,19,1,42,2,0,2,2,0,0,2,24,6,573,25,27,3,2,33.0
56813,Ethan Saladin,St. Louis Cardinals,30,0,1,2,33.0,150,132,40,25,8,3,4,22,21,14,3,29,1,1,2,3,0,0,3,18,8,583,33,31,2,1,33.0
68449,Joe Murdock,Los Angeles Dodgers,27,0,1,4,37.0,149,137,28,17,6,0,5,15,15,11,5,35,1,0,0,0,0,0,3,24,4,559,35,38,1,0,37.0
55555,Jim Adams,-,20,0,3,3,37.2,149,138,28,18,4,0,6,17,16,10,0,36,1,0,0,1,0,0,3,8,0,577,31,42,2,1,37.66666666666668
60312,Ron Ashcroft,Baltimore Orioles,22,0,3,2,33.0,148,128,29,22,4,0,3,16,15,18,4,37,1,0,1,1,0,0,1,17,6,558,26,34,1,1,33.0
67271,Greg Gleason,Seattle Mariners,6,6,1,2,31.0,148,125,40,19,11,2,8,28,27,17,0,24,4,1,1,3,0,0,6,0,0,571,33,27,3,1,31.0
64511,Josh D'Ambra,Los Angeles Dodgers,6,6,1,3,31.2,144,123,34,23,7,0,4,23,22,18,0,25,2,0,1,2,0,0,4,0,0,564,44,20,1,1,31.666666666666664
60487,Sam Goodnight,Houston Astros,22,0,1,1,32.0,143,122,34,17,10,1,6,24,20,18,0,30,0,1,2,2,0,0,6,23,9,566,29,30,2,1,32.0
60970,Toby Rice,Tampa Bay Rays,19,0,2,2,32.2,143,133,36,20,7,0,9,22,20,9,0,32,0,0,1,2,0,0,2,17,6,530,30,33,1,0,32.66666666666668
59044,Kevin Rojas,San Diego Padres,33,0,3,1,31.1,143,123,39,22,8,2,7,17,17,16,2,28,3,1,0,0,0,0,3,26,5,540,38,19,2,1,31.33333333333334
61356,Julian Green,Houston Astros,22,0,1,1,31.2,141,125,37,28,5,0,4,15,15,13,0,27,1,0,2,2,0,0,4,13,7,542,28,35,2,0,31.666666666666664
55716,Chris Rand,St. Louis Cardinals,21,2,1,2,31.1,135,123,30,20,5,2,3,17,14,10,1,33,1,0,1,2,0,0,2,10,2,500,21,36,0,1,31.33333333333334
62109,Branden Sonier,-,22,0,3,3,32.2,135,113,18,13,2,0,3,11,9,16,1,29,5,0,1,1,0,0,3,12,5,512,35,30,6,0,32.66666666666668
44926,Mike Price,Chicago White Sox,20,0,4,0,31.2,134,123,29,16,6,0,7,20,18,7,0,29,3,0,1,3,0,0,3,15,1,517,28,35,1,0,31.666666666666664
20427,Eric Dodson,Cleveland Guardians,22,0,0,0,32.2,133,121,35,23,7,0,5,11,11,8,0,24,0,1,3,0,1,0,6,23,10,489,34,32,3,0,32.66666666666668
63615,Andy Mains,New York Mets,26,0,1,2,28.2,132,117,30,18,7,0,5,12,11,12,1,33,3,0,0,2,0,0,1,13,3,569,21,30,1,0,28.666666666666664
61391,Cesar Perez,Arizona Diamondbacks,15,0,2,0,32.0,131,120,31,18,9,0,4,17,15,11,1,35,0,0,0,1,1,0,5,7,1,483,30,23,5,0,32.0
52048,Alex Molina,St. Louis Cardinals,22,0,1,3,30.1,130,106,22,10,8,0,4,12,12,16,1,32,4,0,4,1,0,0,3,23,5,508,25,30,2,1,30.33333333333334
60727,Juan Robles,Chicago Cubs,23,0,0,3,27.1,130,113,38,23,10,0,5,21,19,12,0,21,3,0,2,2,1,0,3,19,12,492,23,31,4,1,27.33333333333334
58659,Dan Willis,St. Louis Cardinals,25,0,3,2,27.2,128,109,29,17,6,0,6,17,16,17,0,25,2,0,0,1,0,0,3,31,15,536,20,34,1,1,27.666666666666664
59320,Dan Winters,San Diego Padres,17,1,0,2,27.1,128,110,35,24,3,0,8,22,22,11,0,24,2,1,4,2,0,0,1,18,10,495,27,28,1,1,27.33333333333334
65639,Jonathan Thomas,Cincinnati Reds,27,0,2,1,29.1,126,107,22,13,5,2,2,12,12,15,4,30,2,0,2,2,0,0,1,15,4,469,20,37,4,0,29.33333333333334
59266,Tim Cameron,Los Angeles Dodgers,24,0,3,0,26.1,124,104,28,17,3,0,8,19,17,18,1,22,1,0,0,0,0,1,2,20,3,470,25,27,3,0,26.33333333333334
61519,Butch Ricucci,Arizona Diamondbacks,10,4,3,1,26.0,123,111,36,25,6,0,5,20,20,10,0,26,1,1,0,3,0,0,2,5,1,461,23,24,2,0,26.0
62158,Carlos Armando Duffy,Seattle Mariners,5,5,3,1,28.1,122,112,25,16,1,1,7,11,9,9,0,32,1,0,0,0,0,0,1,0,0,468,29,25,3,0,28.33333333333334
64128,Mike John,Milwaukee Brewers,16,0,0,1,25.2,122,100,23,11,7,0,5,21,20,19,0,22,2,0,1,5,0,0,0,12,3,496,25,31,2,1,25.666666666666664
61701,Mike Dominguez,Cleveland Guardians,19,0,2,1,28.0,121,110,26,19,4,0,3,12,10,10,1,29,0,0,1,0,0,0,1,17,3,467,21,32,0,1,28.0
63176,Hector Guerrero,Portland Loggers,18,0,0,0,25.1,120,102,29,18,5,1,5,15,15,16,0,25,0,0,2,1,0,0,1,12,7,463,19,31,3,0,25.33333333333334
59113,Eddie Egge,Cleveland Guardians,18,1,1,2,27.2,119,103,29,18,6,0,5,13,12,15,3,17,0,0,1,1,0,0,7,16,4,451,21,36,4,0,27.666666666666664
62270,T.J. Talbot,Chicago White Sox,14,1,0,1,27.1,119,105,26,14,7,1,4,13,12,10,0,23,2,1,1,1,1,0,1,7,3,446,23,34,2,1,27.33333333333334
64194,Mike Tucker,Cleveland Guardians,12,0,3,0,27.1,114,107,23,14,6,0,3,12,7,7,0,27,0,0,0,3,0,0,2,12,2,476,26,26,5,1,27.33333333333334
63639,Jordan de la Cerda,Colorado Rockies,16,0,2,0,23.1,112,93,26,13,8,1,4,23,20,15,0,17,2,0,2,0,0,0,2,11,2,410,27,23,1,0,23.33333333333334
54994,Edgar Ransom,-,17,0,1,1,24.1,112,103,31,13,11,0,7,21,20,6,0,17,3,0,0,0,0,0,2,8,1,410,25,27,1,1,24.33333333333334
58473,Jose Carrillo,Colorado Rockies,14,0,2,0,21.1,111,93,34,26,6,1,1,21,20,15,0,23,3,0,0,0,0,0,1,15,9,424,17,18,3,2,21.33333333333334
60565,Pat Larsen,Minnesota Twins,18,0,2,0,24.2,111,103,31,21,5,1,4,18,15,8,0,21,0,0,0,1,1,0,3,17,8,412,24,25,4,0,24.666666666666664
62054,Glen Venzor,Cleveland Guardians,19,9,0,1,27.2,111,100,20,15,1,0,4,11,11,10,0,22,0,0,1,0,0,0,2,11,7,427,23,36,3,0,27.666666666666664
64479,Mike Harvey,Kansas City Royals,35,0,2,1,25.0,110,92,21,13,7,0,1,7,7,13,0,29,3,0,2,1,1,0,2,26,10,422,20,24,2,0,25.0
62841,Jerry Hazelbaker,Arizona Diamondbacks,19,0,0,0,26.0,110,104,31,12,11,3,5,20,20,5,0,18,0,0,1,1,0,0,2,16,7,399,27,29,0,2,26.0
66445,Edgar Jacquez,Colorado Rockies,15,0,0,0,23.2,108,93,24,13,6,1,4,17,14,12,0,23,2,0,1,0,0,0,2,14,6,420,19,26,0,0,23.666666666666664
61970,Jeremy Wolfe,Cleveland Guardians,14,1,1,2,18.2,108,90,37,22,7,2,6,30,29,15,0,12,0,0,3,2,0,0,1,5,3,390,16,27,1,1,18.666666666666664
62240,Bobby Pichardo,St. Louis Cardinals,5,5,0,0,20.2,107,91,32,24,6,1,1,17,16,9,0,24,4,1,2,0,1,0,1,0,0,425,15,22,7,0,20.666666666666664
59140,Jeremy Rutherford,St. Louis Cardinals,12,0,1,1,22.0,106,85,24,12,7,0,5,16,15,17,0,21,3,0,1,0,0,0,3,5,0,415,20,20,3,2,22.0
59996,Chad Moline,St. Louis Cardinals,16,0,3,2,21.1,105,93,33,21,7,0,5,18,17,11,0,25,1,0,0,2,1,0,3,15,9,426,17,18,0,0,21.33333333333334
61615,Jonathan Pearson,-,16,1,3,2,19.0,105,93,39,26,6,0,7,31,31,7,1,17,5,0,0,0,1,0,1,12,4,367,17,20,3,1,19.0
62554,Jeremy Hayes,Boston Red Sox,6,0,2,2,24.2,102,93,19,10,5,0,4,13,12,7,1,24,2,0,0,2,0,0,2,1,0,369,24,24,2,0,24.666666666666664
64539,Kennie Hutton,New York Mets,22,0,2,1,24.1,100,90,22,13,3,1,5,9,9,9,0,26,0,0,1,0,0,0,1,21,7,379,22,21,2,0,24.33333333333334
67027,Eric Jordan,Cincinnati Reds,20,0,1,1,23.1,99,87,19,12,5,0,2,10,5,11,0,15,1,0,0,2,0,0,5,8,1,390,24,26,1,0,23.33333333333334
62014,Ben Moon,Atlanta Braves,17,0,2,0,25.0,99,89,16,8,3,1,4,11,10,7,0,33,2,0,1,0,0,0,1,5,1,399,20,18,1,3,25.0
65733,Danny Morrow,Boston Red Sox,18,2,1,0,22.2,96,83,18,12,4,0,2,9,9,9,0,24,2,0,2,0,0,0,0,12,2,393,19,24,0,0,22.666666666666664
60145,Jeff Ryburn,-,14,0,0,0,24.0,96,82,16,11,2,0,3,7,7,14,0,22,0,0,0,0,0,0,1,9,1,402,18,26,2,2,24.0
57536,Steve Rattray,Minnesota Twins,5,5,0,1,22.1,95,80,20,11,6,1,2,15,15,10,0,16,2,1,2,0,0,0,1,0,0,390,26,20,7,3,22.33333333333334
62520,Chad Marquardt,Tampa Bay Rays,4,4,2,1,22.0,91,80,14,10,3,1,0,6,4,9,0,16,1,0,1,1,0,0,0,0,0,352,26,23,0,1,22.0
64535,Kurt Lutz,Nashville Stars,5,5,1,1,21.0,90,79,20,15,3,1,1,6,6,9,2,19,1,0,1,0,0,0,3,0,0,323,16,25,6,0,21.0
59384,William Cerda,Minnesota Twins,6,3,1,2,18.2,88,80,26,11,12,0,3,15,15,8,0,16,0,0,0,2,0,0,2,1,0,334,13,25,3,0,18.666666666666664
67410,Jared Douget,Houston Astros,7,2,1,1,21.2,88,82,19,12,4,0,3,7,7,6,0,22,0,0,0,0,0,0,2,5,1,317,18,22,0,0,21.666666666666664
60466,Dashawn Campbell,New York Yankees,9,0,0,1,20.2,87,79,24,16,6,0,2,10,10,7,1,13,0,0,1,0,1,0,4,6,2,282,24,18,1,1,20.666666666666664
61663,Jorge Prieto,Cleveland Guardians,11,0,0,1,19.0,86,78,24,18,3,0,3,11,11,8,0,20,0,0,0,1,0,0,2,10,3,329,15,19,3,0,19.0
63392,Mike Bland,Kansas City Royals,20,0,1,3,20.0,85,75,20,15,3,1,1,7,7,9,0,17,0,0,1,0,0,0,4,15,4,345,18,21,2,0,20.0
61439,Johnny Clark,New York Mets,19,0,0,1,18.2,85,74,20,13,3,0,4,12,12,7,1,26,3,1,0,0,0,0,0,11,3,360,15,14,0,1,18.666666666666664
60553,Josh Wilson,St. Louis Cardinals,5,4,0,3,16.0,84,63,19,12,4,2,1,18,16,19,0,14,0,0,2,0,0,0,1,0,0,352,12,19,2,1,16.0
57337,Bobby Hellerman,Houston Astros,26,0,1,1,18.0,82,70,18,16,0,0,2,12,12,11,0,21,0,1,0,3,0,0,0,15,1,322,12,20,3,0,18.0
51536,Erik Wilson,Cleveland Guardians,13,0,1,0,20.1,78,71,10,8,2,0,0,6,6,7,1,20,0,0,0,0,0,0,0,14,0,329,23,18,3,0,20.33333333333334
60509,Kevin Wilhelm,Nashville Stars,17,0,0,0,17.0,77,64,18,10,4,0,4,14,14,11,0,17,0,0,2,0,1,0,3,13,3,315,15,15,2,0,17.0
61879,Eddie Alvarado,Kansas City Royals,18,0,1,0,19.2,76,72,16,10,4,0,2,7,6,3,0,20,1,0,0,0,0,0,2,17,4,305,18,17,3,2,19.666666666666664
56422,Joey Williamson,St. Louis Cardinals,15,0,1,0,17.1,76,64,15,9,1,1,4,8,8,11,1,16,0,0,1,1,0,0,2,12,5,316,12,21,5,0,17.33333333333334
62479,Tristan Brown,St. Louis Cardinals,9,2,1,1,19.0,75,67,15,9,4,0,2,5,5,8,1,15,0,0,0,0,0,0,5,7,1,284,23,13,2,0,19.0
59337,Ben Hamner,Chicago Cubs,4,4,0,1,16.1,74,65,16,8,6,1,1,10,7,7,0,15,1,0,1,0,0,0,1,0,0,286,22,11,2,0,16.33333333333334
65538,Andy Vincent,Nashville Stars,9,0,0,0,13.2,71,55,16,9,3,1,3,9,8,15,1,9,0,0,1,1,0,0,0,4,1,288,15,15,4,1,13.666666666666664
65703,Eric Farrugia,Boston Red Sox,4,4,1,2,15.0,70,61,21,14,4,1,2,13,13,8,0,14,1,0,0,1,0,0,2,0,0,280,9,17,1,1,15.0
57979,Chris Johnston,Arizona Diamondbacks,13,0,0,1,15.1,70,64,19,14,5,0,0,6,6,6,3,14,0,0,0,2,0,0,2,10,2,252,13,18,0,0,15.333333333333332
62320,Joe Peary,Milwaukee Brewers,7,1,1,1,15.2,70,59,15,9,3,0,3,8,8,10,1,22,1,0,0,0,0,0,2,5,0,266,12,10,4,0,15.666666666666664
67188,Steve Oliphant,Colorado Rockies,9,5,0,1,12.2,67,58,21,11,6,1,3,14,14,9,0,12,0,0,0,1,0,0,1,2,2,264,10,15,2,0,12.666666666666664
57811,Daniel Kennerson,Cleveland Guardians,9,0,0,1,11.2,66,54,18,11,3,1,3,15,12,11,0,13,0,0,1,0,0,0,0,6,3,254,10,12,3,0,11.666666666666664
64143,Jamie Clayborn,New York Yankees,17,0,0,2,15.2,65,54,11,5,1,0,5,8,8,10,0,16,0,0,1,1,0,0,3,14,1,255,18,10,1,0,15.666666666666664
61479,Joe Hafner,Chicago White Sox,33,0,0,1,15.2,64,58,15,12,1,0,2,5,5,6,0,17,0,0,0,0,0,0,3,23,3,243,15,10,3,1,15.666666666666664
50428,Juan Rojas,Texas Rangers,26,0,0,0,15.2,63,53,12,8,3,0,1,7,4,7,0,15,2,0,1,0,0,0,3,24,6,277,13,13,0,2,15.666666666666664
60445,Josh Deutsch,Nashville Stars,17,0,0,1,13.1,62,52,10,4,4,0,2,10,8,10,1,21,0,0,0,1,0,0,0,18,5,258,10,10,0,0,13.333333333333332
64330,Dusty Schroder,Nashville Stars,22,0,2,0,13.0,61,53,12,7,3,1,1,8,8,8,1,17,0,0,0,0,0,0,0,18,3,245,8,14,0,0,13.0
63106,Chris Collins,Nashville Stars,13,0,0,0,14.0,60,52,12,4,4,0,4,11,11,7,0,14,1,0,0,1,0,0,1,13,5,232,12,14,0,1,14.0
62437,Steve Shaw,Atlanta Braves,9,0,0,0,13.2,58,52,15,12,1,0,2,8,7,5,0,12,0,0,1,0,0,0,0,10,6,211,13,13,1,0,13.666666666666664
61508,Omari Bingley,St. Louis Cardinals,8,0,0,0,15.0,57,49,5,4,0,0,1,3,2,6,0,17,2,0,0,0,0,0,2,10,4,236,15,11,0,0,15.0
59718,Sergio Alaniz,San Francisco Giants,10,0,0,2,11.0,54,45,13,9,2,0,2,11,11,6,0,9,2,0,1,0,0,0,0,6,3,222,8,16,0,0,11.0
56863,Mike Lumpkin,San Francisco Giants,5,0,0,0,11.0,54,45,14,11,1,1,1,10,10,9,0,11,0,0,0,1,0,0,2,1,0,209,9,11,0,0,11.0
60560,Chris Thomas,Washington Nationals,6,0,0,2,12.0,54,47,15,9,3,0,3,9,9,6,0,14,0,0,1,0,0,0,3,4,0,204,9,10,0,0,12.0
47019,Kevin Innis,Minnesota Twins,6,0,2,1,11.0,52,44,12,9,2,0,1,9,7,5,0,8,1,1,1,0,0,0,1,8,4,209,13,10,2,1,11.0
63070,Ron Marshall,Texas Rangers,8,0,0,1,13.0,52,46,9,6,2,0,1,4,4,5,0,16,0,1,0,0,0,0,1,3,0,214,7,15,2,0,13.0
68437,Marcus Edwards,Philadelphia Phillies,2,2,1,0,11.1,51,46,14,9,2,0,3,7,7,4,0,14,0,0,0,0,0,1,2,0,0,195,8,9,1,1,11.333333333333332
59380,Sam Stamm,Arizona Diamondbacks,8,0,0,1,9.0,51,38,11,6,3,1,1,8,7,11,0,12,1,0,1,2,0,0,0,9,4,211,8,7,0,0,9.0
61216,Josh Coughlin,Cincinnati Reds,6,0,1,1,11.2,50,43,10,8,0,0,2,6,6,5,0,14,2,0,0,0,0,0,1,5,0,202,8,11,2,0,11.666666666666664
62348,Joel Coppinger,St. Louis Cardinals,8,1,0,1,10.2,48,40,10,6,1,0,3,5,5,7,0,15,0,0,1,0,0,0,0,4,0,186,5,11,2,1,10.666666666666664
62233,Ben Esterline,Minnesota Twins,5,0,0,0,12.1,48,44,7,4,3,0,0,2,2,4,0,15,0,0,0,0,0,0,0,2,0,189,7,15,1,0,12.333333333333332
62004,Sam Spargo,-,6,0,0,0,10.0,47,36,9,9,0,0,0,2,1,8,0,10,2,0,1,0,0,0,2,5,2,196,7,10,0,0,10.0
59412,Liberio Carrera,Chicago White Sox,5,0,0,0,11.2,46,38,5,4,1,0,0,0,0,6,0,7,1,0,1,0,0,0,1,2,1,165,13,14,0,0,11.666666666666664
60237,Tony Beard,Seattle Mariners,6,0,0,0,10.2,45,41,9,4,3,0,2,4,4,3,0,11,1,0,0,0,0,0,0,4,0,187,9,12,1,0,10.666666666666664
63065,Pat DeWhitt,Baltimore Orioles,5,0,0,0,8.2,45,40,14,8,2,0,4,10,6,5,0,9,0,0,0,0,0,0,0,5,3,173,8,8,1,1,8.666666666666664
57052,Sean Green,Washington Nationals,14,0,0,0,7.2,44,33,12,11,1,0,0,8,8,9,0,4,1,0,1,0,0,0,1,12,4,169,8,10,2,0,7.666666666666667
64358,Mike Doramajian,Washington Nationals,4,0,0,0,8.0,40,32,9,5,3,0,1,7,7,8,0,7,0,0,0,1,0,0,1,3,2,164,7,8,0,1,8.0
62618,Willie Ferrer,Milwaukee Brewers,5,0,0,0,9.0,38,31,5,3,1,0,1,9,9,5,0,9,1,1,0,1,0,0,0,2,0,168,9,9,1,0,9.0
58134,Tim Moser,Portland Loggers,5,0,0,0,8.2,38,31,4,3,1,0,0,3,3,7,0,6,0,0,0,0,0,0,2,4,0,165,5,13,0,0,8.666666666666664
65673,Mike Phelps,Los Angeles Dodgers,6,0,0,0,8.1,38,35,13,8,4,0,1,9,9,2,0,3,0,0,1,1,1,0,2,6,4,128,6,14,3,0,8.333333333333332
67090,Joey Tingley,Seattle Mariners,8,0,0,1,8.0,38,33,10,6,2,0,2,8,6,4,0,5,1,0,0,1,0,0,1,4,0,163,7,10,0,0,8.0
64255,Aaron Garris,Cleveland Guardians,5,0,1,0,9.1,37,33,4,2,0,0,2,5,3,3,0,10,1,0,0,0,0,0,0,3,0,149,6,12,0,0,9.333333333333332
49355,Ethan Frey,-,6,0,1,0,8.1,37,34,9,2,3,0,4,8,8,3,0,7,0,0,0,2,1,0,1,2,1,154,6,11,1,0,8.333333333333332
63769,Luis Sainz,Baltimore Orioles,5,0,0,0,6.1,30,26,7,3,1,1,2,5,5,3,0,6,0,0,0,0,0,1,0,2,1,129,5,8,0,0,6.333333333333332
49176,Luis Hidrogo,Nashville Stars,5,0,0,0,6.1,29,23,6,4,2,0,0,4,4,5,1,7,1,0,0,0,0,0,1,0,0,115,6,4,0,0,6.333333333333332
63307,Chris Brower,Texas Rangers,3,0,0,1,5.0,28,20,8,7,1,0,0,7,7,5,0,4,2,0,1,0,0,0,1,5,3,122,5,4,0,0,5.0
60549,Kai Hill,Nashville Stars,3,0,0,0,5.2,28,27,10,6,2,0,2,7,7,1,0,3,0,0,0,0,0,0,0,2,1,111,8,6,0,0,5.666666666666667
60610,Nick Richardson,Tampa Bay Rays,4,0,0,0,5.1,27,22,6,5,1,0,0,3,3,3,0,3,2,0,0,0,0,0,0,3,0,94,7,6,0,0,5.333333333333332
65594,Ed Taylor,Los Angeles Angels,9,0,0,1,6.2,27,23,4,1,0,1,2,6,6,3,0,9,1,0,0,1,0,0,1,11,2,107,5,4,0,1,6.666666666666667
57659,Andy Beran,St. Louis Cardinals,3,0,0,0,5.1,26,20,4,2,1,0,1,6,6,6,0,5,0,0,0,1,0,0,0,2,1,105,4,7,0,0,5.333333333333332
65962,Chris Emery,St. Louis Cardinals,1,1,0,0,5.0,26,24,7,5,2,0,0,4,4,2,0,2,0,0,0,1,0,0,0,0,0,98,5,8,1,0,5.0
64584,Tim Rusin,San Francisco Giants,4,0,0,0,6.2,26,23,3,3,0,0,0,2,2,3,0,10,0,0,0,0,0,0,0,3,0,108,8,2,2,0,6.666666666666667
67075,Jonathan Fowler,Chicago White Sox,5,0,2,0,5.1,24,17,2,1,0,0,1,2,2,5,0,9,1,1,0,0,0,0,0,0,0,112,2,5,0,0,5.333333333333332
68443,Jesus Solis,St. Louis Cardinals,3,0,0,0,5.0,24,16,3,0,2,0,1,2,2,6,0,5,1,0,1,0,1,0,1,2,0,82,5,4,0,0,5.0
58250,Jordan Zamora,-,4,0,0,2,4.0,22,20,9,4,3,0,2,6,6,1,0,5,0,0,1,0,0,0,0,4,1,71,3,4,1,0,4.0
67363,Jonathan Payne,Portland Loggers,3,0,0,0,4.1,21,18,5,2,0,0,3,3,3,3,0,4,0,0,0,0,0,0,0,5,0,77,6,3,0,0,4.333333333333332
56893,Mike Ellison,Cleveland Guardians,3,0,0,0,4.0,20,18,7,6,0,0,1,5,5,1,0,1,0,0,1,0,0,0,0,1,0,73,7,4,0,0,4.0
61596,Ben Condeelis,Nashville Stars,7,0,0,0,5.0,19,18,3,0,1,1,1,2,2,1,0,8,0,0,0,0,0,0,0,3,3,90,3,4,0,0,5.0
62531,Chris Dennis,New York Yankees,3,0,0,0,4.2,19,15,2,2,0,0,0,1,1,3,0,4,1,0,0,1,0,0,0,2,1,84,5,4,0,1,4.666666666666667
49084,Marcus Hamilton,Minnesota Twins,2,0,0,0,4.1,19,14,3,1,2,0,0,1,1,5,0,4,0,0,0,0,0,0,3,2,2,76,3,3,1,0,4.333333333333332
57127,Seung-hyeon Kim,-,3,0,0,0,4.0,18,18,7,6,1,0,0,2,2,0,0,4,0,0,0,0,1,0,0,2,1,64,5,2,0,0,4.0
64440,Tim Hayse,-,3,0,0,0,3.0,16,10,1,0,0,0,1,3,3,2,0,5,3,0,0,1,0,1,0,1,1,76,2,2,0,0,3.0
63423,Elijah Kosh,San Diego Padres,1,1,0,0,2.2,15,11,3,0,1,0,2,6,6,4,0,4,0,0,0,0,0,0,0,0,0,64,2,2,0,0,2.6666666666666674
61478,Rolfi Pierce,San Francisco Giants,2,0,0,0,4.1,15,13,2,1,1,0,0,1,1,1,0,3,0,0,1,0,0,0,1,2,0,68,3,6,1,0,4.333333333333332
64966,Luis Sepulveda,San Diego Padres,4,0,0,0,3.2,14,10,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,7,2,60,4,4,0,1,3.6666666666666674
58823,Omar Bejarano,Minnesota Twins,3,0,0,0,2.2,13,11,2,2,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,2,0,58,2,5,2,0,2.6666666666666674
65570,Steve Gentry,-,3,0,0,0,3.1,13,12,3,2,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,5,1,43,6,3,0,0,3.3333333333333335
49075,Chris Hughes,New York Mets,3,0,0,1,3.1,12,12,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,40,5,4,1,0,3.3333333333333335
55933,Dave Templeman,Houston Astros,2,0,1,0,3.2,12,12,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,36,1,7,0,0,3.6666666666666674
65561,Danny Yost,Nashville Stars,2,0,0,0,1.2,11,11,6,6,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,31,1,3,0,0,1.6666666666666665
50017,Abe Buck,Minnesota Twins,3,0,0,0,2.2,10,10,2,1,0,0,1,2,2,0,0,2,0,0,0,0,0,0,0,2,1,33,2,4,0,0,2.6666666666666674
62561,Manny Ramirez,Colorado Rockies,1,0,0,0,2.0,10,9,3,2,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,34,1,3,1,0,2.0
53378,Amenzu Adedapo,Los Angeles Dodgers,1,0,0,0,1.2,9,9,3,2,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,29,1,1,0,0,1.6666666666666665
60710,David Arias,Minnesota Twins,1,0,0,0,1.1,8,7,3,3,0,0,0,2,2,0,0,2,1,0,0,0,0,0,0,3,0,29,1,1,0,0,1.3333333333333337
64170,Bill Alder,-,1,0,0,0,1.0,7,4,1,0,1,0,0,1,1,3,1,2,0,0,0,0,0,0,0,0,0,28,1,0,0,0,1.0
64435,Nate Pennington,-,1,0,0,0,2.1,7,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,6,0,0,2.3333333333333335
63004,Zach Witte,-,4,0,1,0,1.1,7,6,2,2,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,5,1,24,1,1,0,0,1.3333333333333337
65958,Josh Barnes,New York Mets,2,0,0,0,2.0,6,5,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,3,0,24,1,1,0,0,2.0
58808,Eric Jeffris,Minnesota Twins,1,0,0,0,1.2,6,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26,2,2,0,0,1.6666666666666665
