ID,Name,ORG,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM,IP Clean,Plays A,Plays M
63022,Tim Wojciechowski,Nashville Stars,2,91,91,806,42,760,4,3,0,1.5,72,18,788.1,2,355,23,22,7,7,5,5,0,0,0,0,0,6.2,0.0,788.3333333333334,35,34
61976,Steve Diehl,Los Angeles Dodgers,2,84,82,738,52,684,2,5,0,2.9,72,24,727.0,3,343,31,30,4,4,4,4,0,0,0,0,0,3.1,0.0,727.0,39,38
59606,Raul Medina,Houston Astros,2,83,80,801,47,752,2,3,0,0.3,78,20,724.2,2,319,21,19,8,8,6,5,0,0,1,0,0,3.5,0.0,724.6666666666669,36,32
47956,Dong-hwan Ahn,Los Angeles Dodgers,2,82,80,762,33,724,5,2,0,-1.6,72,10,712.1,0,306,19,18,8,8,6,5,0,0,1,0,0,-0.5,0.0,712.3333333333334,34,31
62706,Ignacio del Bosque,San Diego Padres,2,81,79,637,34,602,1,0,0,-1.3,77,14,700.0,3,357,18,16,12,11,4,4,0,0,0,0,0,3.1,0.0,700.0,34,31
48683,Alex Navarro,Houston Astros,2,78,73,734,23,709,2,4,0,-1.4,65,10,655.2,2,321,19,18,4,4,2,1,0,0,0,0,0,-0.3,0.0,655.6666666666669,25,23
65328,Mike Eskins,Cincinnati Reds,2,75,72,655,36,617,2,3,0,-0.7,55,9,650.2,0,316,18,17,5,5,5,2,0,0,0,0,0,-0.7,0.0,650.6666666666669,28,24
53979,Rod Verga,San Diego Padres,2,71,71,610,42,567,1,4,0,-1.0,78,14,618.2,0,361,15,14,3,3,6,3,1,1,0,0,0,0.7,0.0,618.6666666666669,25,21
65914,Isaiah Reid,Cincinnati Reds,2,72,69,585,30,551,4,3,0,-1.6,59,12,610.1,0,323,8,7,2,2,8,5,1,1,2,0,0,1.5,0.0,610.3333333333334,21,15
19591,Chris Rankin,Boston Red Sox,2,70,67,599,27,568,4,1,0,-0.1,55,11,596.2,3,302,9,9,3,3,2,2,0,0,0,0,0,2.8,0.0,596.6666666666669,14,14
54636,Tim Newcomb,Minnesota Twins,2,59,58,539,31,505,3,2,0,-0.6,71,13,509.1,1,287,14,13,5,5,6,6,0,0,1,0,0,3.1,0.0,509.3333333333334,26,24
47557,Brad Carroll,Chicago Cubs,2,60,56,534,25,509,0,2,0,0.5,48,6,508.1,0,238,10,10,7,7,4,4,0,0,0,0,0,3.5,0.0,508.3333333333334,21,21
64079,Steve Morgan,Seattle Mariners,2,60,54,548,40,503,5,4,0,-1.3,55,11,500.1,3,229,21,19,6,5,2,2,0,0,0,0,0,1.5,0.0,500.3333333333334,29,26
60773,Luis Ayala,Chicago White Sox,2,58,49,472,17,453,2,0,0,-0.8,33,3,471.2,3,196,8,8,0,0,3,3,0,0,0,0,0,-0.3,0.0,471.66666666666663,11,11
49119,Jack Reichert,Nashville Stars,2,56,52,499,26,471,2,1,0,0.0,43,8,467.1,2,259,11,11,4,4,3,3,0,0,0,0,0,-2.3,0.0,467.3333333333334,18,18
59680,Jon Diaz,Arizona Diamondbacks,2,55,53,437,29,407,1,2,0,1.3,47,14,466.0,1,270,6,5,5,4,2,2,0,0,0,0,0,2.0,0.0,466.0,13,11
66662,Jorge Marin,Tampa Bay Rays,2,52,52,469,20,448,1,2,0,0.9,37,8,457.2,2,190,13,13,5,5,2,2,0,0,0,0,0,-1.5,0.0,457.66666666666663,20,20
55906,Jonah Clause,New York Mets,2,54,49,452,25,426,1,4,0,1.1,46,12,437.1,2,178,6,6,4,4,5,5,1,1,0,0,0,3.1,0.0,437.3333333333334,16,16
58970,Sandy Marez,Tampa Bay Rays,2,41,40,388,21,366,1,3,0,-0.1,34,6,373.2,0,140,5,4,4,4,5,5,0,0,0,0,0,1.6,0.0,373.66666666666663,14,13
61319,Jeff Vaughan,Cleveland Guardians,2,42,40,363,24,339,0,0,0,1.1,42,11,367.1,0,173,9,8,6,6,1,1,1,1,0,0,0,-3.0,0.0,367.3333333333334,17,16
62088,Jon Stein,St. Louis Cardinals,2,42,41,350,19,329,2,2,0,-1.3,29,4,366.2,1,197,13,11,2,2,4,4,0,0,1,0,0,-1.8,0.0,366.66666666666663,20,17
59985,Dan Sorrell,Texas Rangers,2,42,42,353,28,325,0,2,0,0.1,50,10,366.1,1,212,13,13,2,2,4,4,0,0,0,0,0,-0.8,0.0,366.3333333333334,19,19
59281,Dave Flowers,Portland Loggers,2,43,39,358,22,336,0,0,0,0.4,27,7,364.1,0,205,9,9,3,3,4,2,0,0,0,0,0,-4.2,0.0,364.3333333333334,16,14
57945,Ernie Johnson,Baltimore Orioles,2,41,40,393,24,365,4,1,0,1.0,35,11,360.2,0,174,11,11,4,4,3,2,0,0,0,0,0,1.2,0.0,360.66666666666663,18,17
55887,Dylan Larson,Los Angeles Angels,2,46,38,390,16,373,1,1,0,0.9,34,7,360.1,0,174,12,12,3,3,1,1,1,1,0,0,0,-1.8,0.0,360.3333333333334,17,17
56878,Mike Camilli,Washington Nationals,2,48,39,376,25,350,1,2,0,-0.7,38,10,358.1,1,191,9,9,4,4,6,2,0,0,0,0,0,-0.1,0.0,358.3333333333334,19,15
65718,Jeff Dyer,San Francisco Giants,2,40,40,410,22,386,2,1,0,-1.4,38,6,357.1,2,167,7,6,1,1,3,2,0,0,0,0,0,6.1,0.0,357.3333333333334,11,9
60503,Manny Guzman,Toronto Blue Jays,2,40,40,384,18,363,3,0,0,-0.8,54,10,349.2,3,192,9,9,3,3,2,2,0,0,0,0,0,-3.9,0.0,349.66666666666663,14,14
56958,Dave Tuttle,Atlanta Braves,2,44,37,345,19,324,2,1,0,0.1,37,7,339.2,1,159,7,7,2,2,6,6,0,0,0,0,0,2.4,0.0,339.66666666666663,15,15
61461,Jamie Schmelz,Philadelphia Phillies,2,41,36,350,22,325,3,1,0,0.1,34,9,338.0,1,118,12,12,4,4,1,0,0,0,0,0,0,0.8,0.0,338.0,17,16
61726,Ivan Sosa,New York Yankees,2,44,33,298,10,287,1,1,0,0.6,23,5,307.1,0,146,3,3,4,4,1,1,0,0,0,0,0,1.9,0.0,307.3333333333334,8,8
60050,Jeremy Kuntz,Milwaukee Brewers,2,33,32,310,21,286,3,0,0,0.9,42,14,283.2,1,126,10,10,2,2,2,1,0,0,0,0,0,-1.1,0.0,283.66666666666663,14,13
53273,Federico Agosto,Colorado Rockies,2,31,30,285,11,272,2,1,0,0.3,28,8,270.1,2,187,1,1,4,4,1,1,0,0,0,0,0,-4.1,0.0,270.3333333333334,6,6
63111,Sergio Cintron,Kansas City Royals,2,34,26,229,12,216,1,2,0,0.5,30,6,243.1,0,132,6,6,2,2,2,2,0,0,0,0,0,-3.9,0.0,243.33333333333331,10,10
55828,Erik Lapidus,Cincinnati Reds,2,20,20,182,8,174,0,1,0,-0.8,15,4,175.0,1,109,4,3,1,0,1,0,0,0,0,0,0,0.3,0.0,175.0,6,3
59175,Ramon Gonzales,New York Yankees,2,19,19,162,12,150,0,1,0,-0.3,23,5,168.1,0,99,4,4,0,0,2,1,0,0,0,0,0,-1.5,0.0,168.33333333333331,6,5
61609,Joel Salmon,Nashville Stars,2,19,19,165,8,157,0,0,0,-0.7,16,2,168.0,2,116,4,4,1,1,0,0,0,0,0,0,0,1.1,0.0,168.0,5,5
59401,Jamie Minton,Philadelphia Phillies,2,15,14,125,5,120,0,0,0,-0.8,14,3,126.0,1,74,2,2,1,0,2,1,0,0,0,0,0,1.1,0.0,126.0,5,3
61561,Franklin Guerrero,Colorado Rockies,2,13,12,112,6,106,0,2,0,-0.1,12,2,110.2,0,74,3,3,0,0,0,0,0,0,0,0,0,-1.5,0.0,110.66666666666667,3,3
61740,Juan Guerrero,San Diego Padres,2,12,12,102,5,97,0,0,0,-0.2,10,2,109.2,1,51,1,1,0,0,0,0,0,0,0,0,0,-0.3,0.0,109.66666666666667,1,1
67187,Joe Hutson,Philadelphia Phillies,2,12,12,109,5,103,1,2,0,0.1,7,4,106.2,0,62,2,2,2,2,1,0,0,0,0,0,0,-1.5,0.0,106.66666666666667,5,4
62024,Ken Alward,Chicago White Sox,2,9,9,80,9,71,0,0,0,0.7,8,3,83.1,0,38,4,4,2,2,0,0,0,0,0,0,0,1.1,0.0,83.33333333333331,6,6
65651,Jeff Abramov,Houston Astros,2,11,9,88,4,83,1,0,0,-0.1,5,0,83.0,0,30,3,3,0,0,0,0,0,0,0,0,0,-0.1,0.0,83.0,3,3
62036,Kevin Brockett,-,2,8,8,76,6,70,0,0,0,0.1,9,1,71.0,0,49,1,1,0,0,1,1,0,0,0,0,0,-0.1,0.0,71.0,2,2
57006,Ken Geer,St. Louis Cardinals,2,5,5,40,1,39,0,0,0,-0.3,6,1,44.0,0,16,0,0,0,0,1,0,0,0,0,0,0,-0.7,0.0,44.0,1,0
64533,Jeff Green,Baltimore Orioles,2,5,5,40,2,38,0,0,0,0.3,5,1,43.1,0,21,1,1,1,1,0,0,0,0,0,0,0,0.5,0.0,43.333333333333336,2,2
61497,Josh Scanlon,Atlanta Braves,2,3,3,31,0,31,0,0,0,-0.1,2,0,27.0,0,18,1,1,0,0,0,0,0,0,0,0,0,-0.3,0.0,27.0,1,1
58141,Kevin Murphy,Washington Nationals,2,1,1,7,0,7,0,0,0,0.0,0,0,9.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0,9.0,0,0
55027,Pete Atherton,Toronto Blue Jays,2,3,0,4,0,4,0,0,0,0.0,0,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0,3.0,0,0
56489,Tony Sierra,Los Angeles Dodgers,2,1,0,2,0,2,0,0,0,0.0,0,0,2.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0,0
